,item_id,IP_Group,Search_Key_Word
265,265,Others,Others
266,266,Others,Others
267,267,Others,Others
268,268,Others,Others
269,269,Others,Others
270,270,Others,Others
271,271,Others,Others
272,272,Others,Others
273,273,Others,Others
274,274,Others,Others
275,275,Others,Others
276,276,Others,Others
277,277,Others,Others
278,278,Others,Others
279,279,Others,Others
280,280,Others,Others
281,281,Others,Others
282,282,Others,Others
283,283,Others,Others
284,284,Others,Others
285,285,Others,Others
286,286,Others,Others
287,287,Others,Others
288,288,Others,Others
289,289,Others,Others
290,290,Others,Others
291,291,Others,Others
292,292,Others,Others
293,293,Others,Others
294,294,Others,Others
295,295,Others,Others
296,296,Others,Others
297,297,Others,Others
298,298,Others,Others
299,299,Others,Others
300,300,Others,Others
301,301,Others,Others
302,302,Others,Others
303,303,Others,Others
304,304,Others,Others
305,305,Others,Others
306,306,Others,Others
307,307,Others,Others
308,308,Others,Others
309,309,Others,Others
310,310,Others,Others
311,311,Others,Others
312,312,Others,Others
313,313,Others,Others
314,314,Others,Others
315,315,Others,Others
316,316,Others,Others
317,317,Others,Others
318,318,Others,Others
319,319,Others,Others
320,320,Others,Others
321,321,Others,Others
322,322,Others,Others
323,323,Others,Others
324,324,Others,Others
325,325,Others,Others
326,326,Others,Others
327,327,Others,Others
328,328,Others,Others
329,329,Others,Others
330,330,Others,Others
331,331,Others,Others
332,332,Others,Others
333,333,Others,Others
334,334,Others,Others
335,335,Others,Others
336,336,Others,Others
337,337,Others,Others
338,338,Others,Others
339,339,Others,Others
340,340,Others,Others
341,341,Others,Others
342,342,Others,Others
343,343,Others,Others
344,344,Others,Others
345,345,Others,Others
346,346,Others,Others
347,347,Others,Others
348,348,Others,Others
349,349,Others,Others
350,350,Others,Others
351,351,Others,Others
352,352,Others,Others
353,353,Others,Others
354,354,Others,Others
355,355,Others,Others
356,356,Others,Others
357,357,Others,Others
358,358,Others,Others
359,359,Others,Others
360,360,Others,Others
361,361,Others,Others
362,362,Others,Others
363,363,Others,Others
364,364,Others,Others
365,365,Others,Others
366,366,Others,Others
367,367,Others,Others
368,368,Others,Others
369,369,Others,Others
370,370,Others,Others
371,371,Others,Others
372,372,Others,Others
373,373,Others,Others
374,374,Others,Others
375,375,Others,Others
376,376,Others,Others
377,377,Others,Others
378,378,Others,Others
379,379,Others,Others
380,380,Others,Others
381,381,Others,Others
382,382,Others,Others
383,383,Others,Others
384,384,Others,Others
385,385,Others,Others
386,386,Others,Others
387,387,Others,Others
388,388,Others,Others
389,389,Others,Others
390,390,Others,Others
391,391,Others,Others
392,392,Others,Others
393,393,Others,Others
394,394,Others,Others
395,395,Others,Others
396,396,Others,Others
397,397,Others,Others
398,398,Others,Others
399,399,Others,Others
400,400,Others,Others
401,401,Others,Others
402,402,Others,Others
403,403,Others,Others
404,404,Others,Others
405,405,Others,Others
406,406,Others,Others
407,407,Others,Others
408,408,Others,Others
409,409,Others,Others
410,410,Others,Others
411,411,Others,Others
412,412,Others,Others
413,413,Others,Others
414,414,Others,Others
415,415,Others,Others
416,416,Others,Others
417,417,Others,Others
418,418,Others,Others
419,419,Others,Others
420,420,Others,Others
421,421,Others,Others
422,422,Others,Others
423,423,Others,Others
424,424,Others,Others
425,425,Others,Others
426,426,Others,Others
427,427,Others,Others
428,428,Others,Others
429,429,Others,Others
430,430,Others,Others
431,431,Others,Others
432,432,Others,Others
433,433,Others,Others
434,434,Others,Others
435,435,Others,Others
436,436,Others,Others
437,437,Others,Others
438,438,Others,Others
439,439,Others,Others
440,440,Others,Others
441,441,Others,Others
442,442,Others,Others
443,443,Others,Others
444,444,Others,Others
445,445,Others,Others
446,446,Others,Others
447,447,Others,Others
448,448,Others,Others
449,449,Others,Others
450,450,Others,Others
451,451,Others,Others
452,452,Others,Others
453,453,Others,Others
454,454,Others,Others
455,455,Others,Others
456,456,Others,Others
457,457,Others,Others
458,458,Others,Others
459,459,Others,Others
460,460,Others,Others
461,461,Others,Others
462,462,Others,Others
463,463,Others,Others
464,464,Others,Others
465,465,Others,Others
466,466,Others,Others
467,467,Others,Others
468,468,Others,Others
469,469,Others,Others
470,470,Others,Others
471,471,Others,Others
472,472,Others,Others
473,473,Others,Others
474,474,Others,Others
475,475,Others,Others
476,476,Others,Others
477,477,Others,Others
478,478,Others,Others
479,479,Others,Others
480,480,Others,Others
481,481,Others,Others
482,482,Others,Others
483,483,Others,Others
484,484,Others,Others
485,485,Others,Others
486,486,Others,Others
487,487,Others,Others
488,488,Others,Others
489,489,Others,Others
490,490,Others,Others
491,491,Others,Others
492,492,Others,Others
493,493,Others,Others
494,494,Others,Others
495,495,Others,Others
496,496,Others,Others
497,497,Others,Others
498,498,Others,Others
499,499,Others,Others
500,500,Others,Others
501,501,Others,Others
502,502,Others,Others
503,503,Others,Others
504,504,Others,Others
505,505,Others,Others
506,506,Others,Others
507,507,Others,Others
508,508,Others,Others
509,509,Others,Others
510,510,Others,Others
511,511,Others,Others
512,512,Others,Others
513,513,Others,Others
514,514,Others,Others
515,515,Others,Others
516,516,Others,Others
517,517,Others,Others
518,518,Others,Others
519,519,Others,Others
520,520,Others,Others
521,521,Others,Others
522,522,Others,Others
523,523,Others,Others
524,524,Others,Others
525,525,Others,Others
526,526,Others,Others
527,527,Others,Others
528,528,Others,Others
529,529,Others,Others
530,530,Others,Others
531,531,Others,Others
532,532,Others,Others
533,533,Others,Others
534,534,Others,Others
535,535,Others,Others
536,536,Others,Others
537,537,Others,Others
538,538,Others,Others
539,539,Others,Others
540,540,Others,Others
541,541,Others,Others
542,542,Others,Others
543,543,Others,Others
544,544,Others,Others
545,545,Others,Others
546,546,Others,Others
547,547,Others,Others
548,548,Others,Others
549,549,Others,Others
550,550,Others,Others
551,551,Others,Others
552,552,Others,Others
553,553,Others,Others
554,554,Others,Others
555,555,Others,Others
556,556,Others,Others
557,557,Others,Others
558,558,Others,Others
559,559,Others,Others
560,560,Others,Others
561,561,Others,Others
562,562,Others,Others
563,563,Others,Others
564,564,Others,Others
565,565,Others,Others
566,566,Others,Others
567,567,Others,Others
568,568,Others,Others
569,569,Others,Others
570,570,Others,Others
571,571,Others,Others
572,572,Others,Others
573,573,Others,Others
574,574,Others,Others
575,575,Others,Others
576,576,Others,Others
577,577,Others,Others
578,578,Others,Others
579,579,Others,Others
580,580,Others,Others
581,581,Others,Others
582,582,Others,Others
583,583,Others,Others
584,584,Others,Others
585,585,Others,Others
586,586,Others,Others
587,587,Others,Others
588,588,Others,Others
589,589,Others,Others
590,590,Others,Others
591,591,Others,Others
592,592,Others,Others
593,593,Others,Others
594,594,Others,Others
595,595,Others,Others
596,596,Others,Others
597,597,Others,Others
598,598,Others,Others
599,599,Others,Others
600,600,Others,Others
601,601,Others,Others
602,602,Others,Others
603,603,Others,Others
604,604,Others,Others
605,605,Others,Others
606,606,Others,Others
607,607,Others,Others
608,608,Others,Others
609,609,Others,Others
610,610,Others,Others
611,611,Others,Others
612,612,Others,Others
613,613,Others,Others
614,614,Others,Others
615,615,Others,Others
616,616,Others,Others
617,617,Others,Others
618,618,Others,Others
619,619,Others,Others
620,620,Others,Others
621,621,Others,Others
622,622,Others,Others
623,623,Others,Others
624,624,Others,Others
625,625,Others,Others
626,626,Others,Others
627,627,Others,Others
628,628,Others,Others
629,629,Others,Others
630,630,Others,Others
631,631,Others,Others
632,632,Others,Others
633,633,Others,Others
634,634,Others,Others
635,635,Others,Others
636,636,Others,Others
637,637,Others,Others
638,638,Others,Others
639,639,Others,Others
640,640,Others,Others
641,641,Others,Others
642,642,Others,Others
643,643,Others,Others
644,644,Others,Others
645,645,Others,Others
646,646,Others,Others
647,647,Others,Others
648,648,Others,Others
649,649,Others,Others
650,650,Others,Others
651,651,Others,Others
652,652,Others,Others
653,653,Others,Others
654,654,Others,Others
655,655,Others,Others
656,656,Others,Others
657,657,Others,Others
658,658,Others,Others
659,659,Others,Others
660,660,Others,Others
661,661,Others,Others
662,662,Others,Others
663,663,Others,Others
664,664,Others,Others
665,665,Others,Others
666,666,Others,Others
667,667,Others,Others
668,668,Others,Others
669,669,Others,Others
670,670,Others,Others
671,671,Others,Others
672,672,Others,Others
673,673,Others,Others
674,674,Others,Others
675,675,Others,Others
676,676,Others,Others
677,677,Others,Others
678,678,Others,Others
679,679,Others,Others
680,680,Others,Others
681,681,Others,Others
682,682,Others,Others
683,683,Others,Others
684,684,Others,Others
685,685,Others,Others
686,686,Others,Others
687,687,Others,Others
688,688,Others,Others
689,689,Others,Others
690,690,Others,Others
691,691,Others,Others
692,692,Others,Others
693,693,Others,Others
694,694,Others,Others
695,695,Others,Others
696,696,Others,Others
697,697,Others,Others
698,698,Others,Others
699,699,Others,Others
700,700,Others,Others
701,701,Others,Others
702,702,Others,Others
703,703,Others,Others
704,704,Others,Others
705,705,Others,Others
706,706,Others,Others
707,707,Others,Others
708,708,Others,Others
709,709,Others,Others
710,710,Others,Others
711,711,Others,Others
712,712,Others,Others
713,713,Others,Others
714,714,Others,Others
715,715,Others,Others
716,716,Others,Others
717,717,Others,Others
718,718,Others,Others
719,719,Others,Others
720,720,Others,Others
721,721,Others,Others
722,722,Others,Others
723,723,Others,Others
724,724,Others,Others
725,725,Others,Others
726,726,Others,Others
727,727,Others,Others
728,728,Others,Others
729,729,Others,Others
730,730,Others,Others
731,731,Others,Others
732,732,Others,Others
733,733,Others,Others
734,734,Others,Others
735,735,Others,Others
736,736,Others,Others
737,737,Others,Others
738,738,Others,Others
739,739,Others,Others
740,740,Others,Others
741,741,Others,Others
742,742,Others,Others
743,743,Others,Others
744,744,Others,Others
745,745,Others,Others
746,746,Others,Others
747,747,Others,Others
748,748,Others,Others
749,749,Others,Others
750,750,Others,Others
751,751,Others,Others
752,752,Others,Others
753,753,Others,Others
754,754,Others,Others
755,755,Others,Others
756,756,Others,Others
757,757,Others,Others
758,758,Others,Others
759,759,Others,Others
760,760,Others,Others
761,761,Others,Others
762,762,Others,Others
763,763,Others,Others
764,764,Others,Others
765,765,Others,Others
766,766,Others,Others
767,767,Others,Others
768,768,Others,Others
769,769,Others,Others
770,770,Others,Others
771,771,Others,Others
772,772,Others,Others
773,773,Others,Others
774,774,Others,Others
775,775,Others,Others
776,776,Others,Others
777,777,Others,Others
778,778,Others,Others
779,779,Others,Others
780,780,Others,Others
781,781,Others,Others
782,782,Others,Others
783,783,Others,Others
784,784,Others,Others
785,785,Others,Others
786,786,Others,Others
787,787,Others,Others
788,788,Others,Others
789,789,Others,Others
790,790,Others,Others
791,791,Others,Others
792,792,Others,Others
793,793,Others,Others
794,794,Others,Others
795,795,Others,Others
796,796,Others,Others
797,797,Others,Others
798,798,Others,Others
799,799,Others,Others
800,800,Others,Others
801,801,Others,Others
802,802,Others,Others
803,803,Others,Others
804,804,Others,Others
805,805,Others,Others
806,806,Others,Others
807,807,Others,Others
808,808,Others,Others
809,809,Others,Others
810,810,Others,Others
811,811,Others,Others
812,812,Others,Others
813,813,Others,Others
814,814,Others,Others
815,815,Others,Others
816,816,Others,Others
817,817,Others,Others
818,818,Others,Others
819,819,Others,Others
820,820,Others,Others
821,821,Others,Others
822,822,Others,Others
823,823,Others,Others
824,824,Others,Others
825,825,Others,Others
826,826,Others,Others
827,827,Others,Others
828,828,Others,Others
829,829,Others,Others
830,830,Others,Others
831,831,Others,Others
832,832,Others,Others
833,833,Others,Others
834,834,Others,Others
835,835,Others,Others
836,836,Others,Others
837,837,Others,Others
838,838,Others,Others
839,839,Others,Others
840,840,Others,Others
841,841,Others,Others
842,842,Others,Others
843,843,Others,Others
844,844,Others,Others
845,845,Others,Others
846,846,Others,Others
847,847,Others,Others
848,848,Others,Others
849,849,Others,Others
850,850,Others,Others
851,851,Others,Others
852,852,Others,Others
853,853,Others,Others
854,854,Others,Others
855,855,Others,Others
856,856,Others,Others
857,857,Others,Others
858,858,Others,Others
859,859,Others,Others
860,860,Others,Others
861,861,Others,Others
862,862,Others,Others
863,863,Others,Others
864,864,Others,Others
865,865,Others,Others
866,866,Others,Others
867,867,Others,Others
868,868,Others,Others
869,869,Others,Others
870,870,Others,Others
871,871,Others,Others
872,872,Others,Others
873,873,Others,Others
874,874,Others,Others
875,875,Others,Others
876,876,Others,Others
877,877,Others,Others
878,878,Others,Others
879,879,Others,Others
880,880,Others,Others
881,881,Others,Others
882,882,Others,Others
883,883,Others,Others
884,884,Others,Others
885,885,Others,Others
886,886,Others,Others
887,887,Others,Others
888,888,Others,Others
889,889,Others,Others
890,890,Others,Others
891,891,Others,Others
892,892,Others,Others
893,893,Others,Others
894,894,Others,Others
895,895,Others,Others
896,896,Others,Others
897,897,Others,Others
898,898,Others,Others
899,899,Others,Others
900,900,Others,Others
901,901,Others,Others
902,902,Others,Others
903,903,Others,Others
904,904,Others,Others
905,905,Others,Others
906,906,Others,Others
907,907,Others,Others
908,908,Others,Others
909,909,Others,Others
910,910,Others,Others
911,911,Others,Others
912,912,Others,Others
913,913,Others,Others
914,914,Others,Others
915,915,Others,Others
916,916,Others,Others
917,917,Others,Others
918,918,Others,Others
919,919,Others,Others
920,920,Others,Others
921,921,Others,Others
922,922,Others,Others
923,923,Others,Others
924,924,Others,Others
925,925,Others,Others
926,926,Others,Others
927,927,Others,Others
928,928,Others,Others
929,929,Others,Others
930,930,Others,Others
931,931,Others,Others
932,932,Others,Others
933,933,Others,Others
934,934,Others,Others
935,935,Others,Others
936,936,Others,Others
937,937,Others,Others
938,938,Others,Others
939,939,Others,Others
940,940,Others,Others
941,941,Others,Others
942,942,Others,Others
943,943,Others,Others
944,944,Others,Others
945,945,Others,Others
946,946,Others,Others
947,947,Others,Others
948,948,FIFA,FIFA
949,949,FIFA,FIFA
950,950,FIFA,FIFA
951,951,FIFA,FIFA
952,952,Others,Others
953,953,Others,Others
954,954,Others,Others
955,955,Others,Others
956,956,Others,Others
957,957,Others,Others
958,958,Others,Others
959,959,Others,Others
960,960,Others,Others
961,961,Others,Others
962,962,Others,Others
963,963,Others,Others
964,964,Others,Others
965,965,Others,Others
966,966,Others,Others
967,967,Others,Others
968,968,Others,Others
969,969,Others,Others
970,970,Others,Others
971,971,Others,Others
972,972,Others,Others
973,973,Others,Others
974,974,Others,Others
975,975,Others,Others
976,976,Others,Others
977,977,Others,Others
978,978,Others,Others
979,979,Others,Others
980,980,Others,Others
981,981,Others,Others
982,982,Others,Others
983,983,Others,Others
984,984,Others,Others
985,985,Others,Others
986,986,Others,Others
987,987,Others,Others
988,988,Others,Others
989,989,Others,Others
990,990,Others,Others
991,991,Others,Others
992,992,Others,Others
993,993,Others,Others
994,994,Others,Others
995,995,Others,Others
996,996,Others,Others
997,997,Others,Others
998,998,Others,Others
999,999,Others,Others
1000,1000,Others,Others
1001,1001,Others,Others
1002,1002,Others,Others
1003,1003,Others,Others
1004,1004,Others,Others
1005,1005,Others,Others
1006,1006,Others,Others
1007,1007,Others,Others
1008,1008,Others,Others
1009,1009,Others,Others
1010,1010,Others,Others
1011,1011,Others,Others
1012,1012,Others,Others
1013,1013,Others,Others
1014,1014,Others,Others
1015,1015,Others,Others
1016,1016,Others,Others
1017,1017,Others,Others
1018,1018,Others,Others
1019,1019,Others,Others
1020,1020,Others,Others
1021,1021,Others,Others
1022,1022,Others,Others
1023,1023,Others,Others
1024,1024,Others,Others
1025,1025,Others,Others
1026,1026,Others,Others
1027,1027,Others,Others
1028,1028,Others,Others
1029,1029,Others,Others
1030,1030,Others,Others
1031,1031,Others,Others
1032,1032,Others,Others
1033,1033,Others,Others
1034,1034,Others,Others
1035,1035,Others,Others
1036,1036,Others,Others
1037,1037,Others,Others
1038,1038,Others,Others
1039,1039,Others,Others
1040,1040,Others,Others
1041,1041,Others,Others
1042,1042,Others,Others
1043,1043,Others,Others
1044,1044,Others,Others
1045,1045,Others,Others
1046,1046,Others,Others
1047,1047,Others,Others
1048,1048,Others,Others
1049,1049,Others,Others
1050,1050,Others,Others
1051,1051,Others,Others
1052,1052,Others,Others
1053,1053,Others,Others
1054,1054,Others,Others
1055,1055,Others,Others
1056,1056,Others,Others
1057,1057,Others,Others
1058,1058,Others,Others
1059,1059,Others,Others
1060,1060,Others,Others
1061,1061,Others,Others
1062,1062,Others,Others
1063,1063,Others,Others
1064,1064,Others,Others
1065,1065,Others,Others
1066,1066,Others,Others
1067,1067,Others,Others
1068,1068,Others,Others
1069,1069,Others,Others
1070,1070,Others,Others
1071,1071,Others,Others
1072,1072,Others,Others
1073,1073,Others,Others
1074,1074,Others,Others
1075,1075,Others,Others
1076,1076,Others,Others
1077,1077,Others,Others
1078,1078,Others,Others
1079,1079,Others,Others
1080,1080,Others,Others
1081,1081,Others,Others
1082,1082,Others,Others
1083,1083,Others,Others
1084,1084,Others,Others
1085,1085,Others,Others
1086,1086,Others,Others
1087,1087,Others,Others
1088,1088,Others,Others
1089,1089,Others,Others
1090,1090,Others,Others
1091,1091,Others,Others
1092,1092,Others,Others
1093,1093,Others,Others
1094,1094,Others,Others
1095,1095,Others,Others
1096,1096,Others,Others
1097,1097,Others,Others
1098,1098,Others,Others
1099,1099,Others,Others
1100,1100,Others,Others
1101,1101,Others,Others
1102,1102,Others,Others
1103,1103,Others,Others
1104,1104,Others,Others
1105,1105,Others,Others
1106,1106,Others,Others
1107,1107,Others,Others
1108,1108,Others,Others
1109,1109,Others,Others
1110,1110,Others,Others
1111,1111,Others,Others
1112,1112,Others,Others
1113,1113,Others,Others
1114,1114,Others,Others
1115,1115,Others,Others
1116,1116,Others,Others
1117,1117,Others,Others
1118,1118,Others,Others
1119,1119,Others,Others
1120,1120,Others,Others
1121,1121,Others,Others
1122,1122,Others,Others
1123,1123,Others,Others
1124,1124,Others,Others
1125,1125,Others,Others
1126,1126,Others,Others
1127,1127,Others,Others
1128,1128,Others,Others
1129,1129,Others,Others
1130,1130,Others,Others
1131,1131,Others,Others
1132,1132,Others,Others
1133,1133,Others,Others
1134,1134,Others,Others
1135,1135,Others,Others
1136,1136,Others,Others
1137,1137,Others,Others
1138,1138,Others,Others
1139,1139,Others,Others
1140,1140,Others,Others
1141,1141,Others,Others
1142,1142,Others,Others
1143,1143,Others,Others
1144,1144,Others,Others
1145,1145,Others,Others
1146,1146,Others,Others
1147,1147,Others,Others
1148,1148,Others,Others
1149,1149,Others,Others
1150,1150,Others,Others
1151,1151,Others,Others
1152,1152,Others,Others
1153,1153,Others,Others
1154,1154,Others,Others
1155,1155,Others,Others
1156,1156,Others,Others
1157,1157,Others,Others
1158,1158,Others,Others
1159,1159,Others,Others
1160,1160,Others,Others
1161,1161,Others,Others
1162,1162,Others,Others
1163,1163,Others,Others
1164,1164,Others,Others
1165,1165,Others,Others
1166,1166,Others,Others
1167,1167,Others,Others
1168,1168,Others,Others
1169,1169,Others,Others
1170,1170,Others,Others
1171,1171,Others,Others
1172,1172,Others,Others
1173,1173,Others,Others
1174,1174,Others,Others
1175,1175,Others,Others
1176,1176,Others,Others
1177,1177,Others,Others
1178,1178,Others,Others
1179,1179,Others,Others
1180,1180,Others,Others
1181,1181,Others,Others
1182,1182,Others,Others
1183,1183,Others,Others
1184,1184,Others,Others
1185,1185,Others,Others
1186,1186,Others,Others
1187,1187,Others,Others
1188,1188,Others,Others
1189,1189,Others,Others
1190,1190,Others,Others
1191,1191,Others,Others
1192,1192,Others,Others
1193,1193,Others,Others
1194,1194,Others,Others
1195,1195,Others,Others
1196,1196,Others,Others
1197,1197,Others,Others
1198,1198,Others,Others
1199,1199,Others,Others
1200,1200,Others,Others
1201,1201,Others,Others
1202,1202,Others,Others
1203,1203,Others,Others
1204,1204,Others,Others
1205,1205,Others,Others
1206,1206,Others,Others
1207,1207,Others,Others
1208,1208,Others,Others
1209,1209,Others,Others
1210,1210,Others,Others
1211,1211,Others,Others
1212,1212,Others,Others
1213,1213,Others,Others
1214,1214,Others,Others
1215,1215,Others,Others
1216,1216,Others,Others
1217,1217,Iron Man,ЖЕЛЕЗНЫЙ ЧЕЛОВЕК
1218,1218,Others,Others
1219,1219,Others,Others
1220,1220,Others,Others
1221,1221,Others,Others
1222,1222,Others,Others
1223,1223,Others,Others
1224,1224,Others,Others
1225,1225,Others,Others
1226,1226,Others,Others
1227,1227,Others,Others
1228,1228,Iron Man,ЖЕЛЕЗНЫЙ ЧЕЛОВЕК
1229,1229,Others,Others
1230,1230,Others,Others
1231,1231,Others,Others
1232,1232,Others,Others
1233,1233,Others,Others
1234,1234,Others,Others
1235,1235,Others,Others
1236,1236,Others,Others
1237,1237,Others,Others
1238,1238,Others,Others
1239,1239,Others,Others
1240,1240,Others,Others
1241,1241,Others,Others
1242,1242,Others,Others
1243,1243,Others,Others
1244,1244,Others,Others
1245,1245,Others,Others
1246,1246,Others,Others
1247,1247,ADELE,ADELE
1248,1248,ADELE,ADELE
1249,1249,ADELE,ADELE
1250,1250,ADELE,ADELE
1251,1251,ADELE,ADELE
1252,1252,ADELE,ADELE
1253,1253,ADELE,ADELE
1254,1254,ADELE,ADELE
1255,1255,ADELE,ADELE
1256,1256,ADELE,ADELE
1257,1257,Others,Others
1258,1258,Others,Others
1259,1259,Others,Others
1260,1260,Others,Others
1261,1261,Others,Others
1262,1262,Others,Others
1263,1263,Others,Others
1264,1264,Others,Others
1265,1265,Others,Others
1266,1266,Others,Others
1267,1267,Others,Others
1268,1268,Others,Others
1269,1269,Others,Others
1270,1270,Others,Others
1271,1271,Others,Others
1272,1272,Others,Others
1273,1273,Others,Others
1274,1274,Others,Others
1275,1275,Others,Others
1276,1276,Others,Others
1277,1277,Others,Others
1278,1278,Others,Others
1279,1279,Others,Others
1280,1280,Others,Others
1281,1281,Others,Others
1282,1282,Others,Others
1283,1283,Others,Others
1284,1284,Others,Others
1285,1285,Others,Others
1286,1286,Others,Others
1287,1287,Others,Others
1288,1288,Others,Others
1289,1289,Others,Others
1290,1290,Others,Others
1291,1291,Others,Others
1292,1292,Others,Others
1293,1293,Others,Others
1294,1294,Others,Others
1295,1295,Others,Others
1296,1296,Others,Others
1297,1297,Others,Others
1298,1298,Others,Others
1299,1299,Others,Others
1300,1300,Others,Others
1301,1301,Others,Others
1302,1302,Others,Others
1303,1303,Others,Others
1304,1304,Others,Others
1305,1305,Others,Others
1306,1306,Others,Others
1307,1307,Others,Others
1308,1308,Others,Others
1309,1309,Others,Others
1310,1310,Others,Others
1311,1311,Others,Others
1312,1312,Others,Others
1313,1313,Others,Others
1314,1314,Others,Others
1315,1315,Others,Others
1316,1316,Others,Others
1317,1317,Others,Others
1318,1318,Others,Others
